,Unnamed: 0,article,simpSent,StandSent,typeOfMatch,standSent,predicted
673,762,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,0,Huxley was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce .,
674,763,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley .",
675,764,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,1,"He studied Natural Sciences at Trinity College , Cambridge .",
676,765,Andrew_Huxley,"He was educated at Westminster School in Central London , where he was a King 's Scholar , before going to study Natural Sciences at Trinity College , Cambridge .",,0,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .,
677,766,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,0,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .,
678,767,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system .",
679,768,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,1,"Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses .",
680,769,Andrew_Huxley,"Hodgkin and Huxley shared the prize that year with John Eccles , who was cited for research on synapses .",,0,"Hodgkin and Huxley 's findings led the pair to suggest the existence of ion channels , which were found only decades later .",
681,770,Andrew_Huxley,He was knighted by Queen Elizabeth II on 12 November 1974 .,,0,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,
682,771,Andrew_Huxley,He was knighted by Queen Elizabeth II on 12 November 1974 .,,0,"He was President of the Royal Society from 1980 to 1985 , and Master of Trinity from 1984-1990 .",
683,772,Andrew_Huxley,He was knighted by Queen Elizabeth II on 12 November 1974 .,,1,"He was knighted by Queen Elizabeth II on 12 November 1974 , and appointed to the Order of Merit on 11 November 1983 .",
684,773,Andrew_Huxley,Sir Andrew was then appointed to the Order of Merit on 11 November 1983 .,,0,Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .,
685,774,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley .",
686,775,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,0,"He studied Natural Sciences at Trinity College , Cambridge .",
687,776,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,1,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .,
688,777,Andrew_Huxley,"From his experimental work with Hodgkin , Huxley developed a set of differential equations that provided a mathematical explanation for nerve impulses-the `` action potential '' .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system .",
689,778,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,0,"He was the half-brother of the writer Aldous Huxley and fellow biologist Julian Huxley , and grandson of the biologist T H. Huxley .",
690,779,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,0,"He studied Natural Sciences at Trinity College , Cambridge .",
691,780,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,1,Huxley won the 1963 Nobel Prize in Physiology or Medicine for his experimental and mathematical work with Alan Hodgkin on the basis of nerve action potentials .,
692,781,Andrew_Huxley,"For his research , in 1963 he was awarded the Nobel Prize in Physiology or Medicine .",,0,"These are the electrical impulses that make nerve fibers work , and so the whole central nervous system .",
693,782,Andrew_Huxley,"^ A NOC was not member of IOC ^ B as China from 1936-56 ^ C part of Yugoslavia from 1936-1988 ^ D competed as part of Soviet Union from 1952-88 ^ E as West Germany from 1968-88 ^ F part of Unified Team in 1992 ^ G now Serbia , as FR Yugoslavia from 1992-2002 ^ H part of Yugoslavia from 1936-1988 ^ I part of Malaysia in 1964 .",,0,Assistant Coach : P.J. Carlesimo .,
694,783,Andrew_Huxley,"^ A NOC was not member of IOC ^ B as China from 1936-56 ^ C part of Yugoslavia from 1936-1988 ^ D competed as part of Soviet Union from 1952-88 ^ E as West Germany from 1968-88 ^ F part of Unified Team in 1992 ^ G now Serbia , as FR Yugoslavia from 1992-2002 ^ H part of Yugoslavia from 1936-1988 ^ I part of Malaysia in 1964 .",,0,The official 12-man roster :,
695,784,Andrew_Huxley,"Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .",,1,Sir Andrew Fielding Huxley OM FRS ( 22 November 1917 - 30 May 2012 ) was an English physiologist and biophysicist .,
696,785,Andrew_Huxley,"Sir Andrew Fielding Huxley , OM , FRS ( 22 November 1917 - 30 May 2012 ) was a Nobel Prize-winning English physiologist and biophysicist .",,0,Huxley was the youngest son of the writer and editor Leonard Huxley by his second wife Rosalind Bruce .,
697,786,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,0,"Hodgkin and Huxley shared the prize that year with Sir John Eccles , who was cited for research on nerve synapses .",
698,787,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,0,"Hodgkin and Huxley 's findings led the pair to suggest the existence of ion channels , which were found only decades later .",
699,788,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,1,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,
700,789,Andrew_Huxley,Huxley was elected a Fellow of the Royal Society on 17 March 1955 .,,0,"He was President of the Royal Society from 1980 to 1985 , and Master of Trinity from 1984-1990 .",
701,790,"Anniston,_Alabama","Austin , Texas , USA , since 2011 .",,0,"Seville , Spain , since 2000 .",
702,791,"Anniston,_Alabama","Austin , Texas , USA , since 2011 .",,0,"Yantai , China , since 2006 .",
703,792,"Anniston,_Alabama",Anniston is a city in Calhoun County in the state of Alabama .,,1,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States .",
704,793,"Anniston,_Alabama",Anniston is a city in Calhoun County in the state of Alabama .,,0,"As of the 2000 census , the population of the city is 24,276 .",
705,794,"Anniston,_Alabama",This was the first conviction of a white person for killing a black person in civil rights era Alabama .,,0,"The main source of local contamination was a Monsanto chemical factory , which was closed .",
706,795,"Anniston,_Alabama","As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",,0,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States .",
707,796,"Anniston,_Alabama","As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",,1,"As of the 2000 census , the population of the city is 24,276 .",
708,797,"Anniston,_Alabama","As of the census of 2000 , there were 24,276 people , 10,447 households , and 6,414 families residing in the city .",,0,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",
709,798,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"In 2002 , an investigation by 60 minutes showed Anniston was among the most toxic cities in the country .",
710,799,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"The main source of local contamination was a Monsanto chemical factory , which was closed .",
711,800,"Anniston,_Alabama",The city is the county seat of Calhoun County and one of two urban centers\/principal cities of and included in the Anniston-Oxford Metropolitan Statistical Area .,,1,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States .",
712,801,"Anniston,_Alabama",The city is the county seat of Calhoun County and one of two urban centers\/principal cities of and included in the Anniston-Oxford Metropolitan Statistical Area .,,0,"As of the 2000 census , the population of the city is 24,276 .",
713,802,"Anniston,_Alabama",Anniston is a city in Calhoun County in the state of Alabama .,,0,"The main source of local contamination was a Monsanto chemical factory , which was closed .",
714,803,"Anniston,_Alabama","As of the 2000 census , the population of the city is 24,276 .",,0,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States .",
715,804,"Anniston,_Alabama","As of the 2000 census , the population of the city is 24,276 .",,1,"As of the 2000 census , the population of the city is 24,276 .",
716,805,"Anniston,_Alabama","As of the 2000 census , the population of the city is 24,276 .",,0,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",
717,806,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"Anniston is a city in , and county seat of , Calhoun County in the state of Alabama , United States .",
718,807,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,0,"As of the 2000 census , the population of the city is 24,276 .",
719,808,"Anniston,_Alabama","According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",,1,"According to the 2005 U.S. Census estimates , the city had a population of 23,741 .",
720,810,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,0,"So , Yeltsin appointed himself the Russian minister of defense .",
721,811,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,0,"Eventually , CIS helped Russia get it 's defense into shape .",
722,812,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,1,"Then in 1993 , a doctrine was made to set up the official military .",
723,813,Armed_Forces_of_the_Russian_Federation,"A new military doctrine , promulgated in November 1993 , implicitly acknowledged the contraction of the old Soviet military into a regional military power without global imperial ambitions .",,0,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation .",
724,814,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,0,"Eventually , CIS helped Russia get it 's defense into shape .",
725,815,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,0,"Then in 1993 , a doctrine was made to set up the official military .",
726,816,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,1,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation .",
727,817,Armed_Forces_of_the_Russian_Federation,"As of 2008 ( update ) , some 480,000 young men are brought into the Army via Conscription in Russia in two call-ups each year .",,0,The term is usually a year .,
728,818,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,0,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active .",
729,819,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,0,Russia also makes its own weapons .,
730,820,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,1,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops .",
731,821,Armed_Forces_of_the_Russian_Federation,"The Russian military is divided into the following branches : the Russian Ground Forces , the Russian Navy , and the Russian Air Force .",,0,The current Commander-In-Chief is President Dmitry Medvedev .,
732,822,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,0,Russia also makes its own weapons .,
733,823,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,0,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops .",
734,824,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,1,The current Commander-In-Chief is President Dmitry Medvedev .,
735,825,Armed_Forces_of_the_Russian_Federation,The commander-in-chief of the armed forces is the president of Russia .,,0,"When the Soviet Union broke up , Russia was left with nothing .",
736,826,Armed_Forces_of_the_Russian_Federation,The number of military units is to be reduced in accordance with the table : An essential part of the military reform is its down-sizing .,,0,Russians can join at the age of 18 to 27 years old .,
737,827,Armed_Forces_of_the_Russian_Federation,"By the beginning of the reform , there were about 1,200,000 active personnel in the Russian army .",,0,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union .",
738,828,Armed_Forces_of_the_Russian_Federation,"By the beginning of the reform , there were about 1,200,000 active personnel in the Russian army .",,1,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active .",
739,829,Armed_Forces_of_the_Russian_Federation,"By the beginning of the reform , there were about 1,200,000 active personnel in the Russian army .",,0,Russia also makes its own weapons .,
740,830,Armed_Forces_of_the_Russian_Federation,Eligible age is 18 to 27 years old .,,0,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation .",
741,831,Armed_Forces_of_the_Russian_Federation,Eligible age is 18 to 27 years old .,,0,The term is usually a year .,
742,832,Armed_Forces_of_the_Russian_Federation,Eligible age is 18 to 27 years old .,,1,Russians can join at the age of 18 to 27 years old .,
743,833,Armed_Forces_of_the_Russian_Federation,"Deferments are provided to undergraduate and graduate students , men solely supporting disabled relatives , parents of at least two children and - upon Presidential proclamation - to some employees of military-oriented enterprises .",,0,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union .",
744,834,Armed_Forces_of_the_Russian_Federation,"Approximately 1,100 archivists were certified by ACA , as of 30 June 2011 .",,0,"Archivists must also select records valuable enough to justify the costs of storage and preservation , plus the labor intensive expenses of arrangement , description , and reference service .",
745,835,Armed_Forces_of_the_Russian_Federation,"Approximately 1,100 archivists were certified by ACA , as of 30 June 2011 .",,0,The theory and scholarly work underpinning archives practices is called archival science .,
746,836,Armed_Forces_of_the_Russian_Federation,"Voruzhonnije Síly Rossíyskoj Federátsii ) are the military services of Russia , established after the dissolution of the Soviet Union .",,1,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union .",
747,837,Armed_Forces_of_the_Russian_Federation,"Voruzhonnije Síly Rossíyskoj Federátsii ) are the military services of Russia , established after the dissolution of the Soviet Union .",,0,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active .",
748,838,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,0,"When the Soviet Union broke up , Russia was left with nothing .",
749,839,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,0,"The country 's president Boris Yeltsin , had to fix Russia and put in a military .",
750,840,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,1,"So , Yeltsin appointed himself the Russian minister of defense .",
751,841,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Yeltsin appointed himself as the new Russian minister of defense , marking a crucial step in the creation of the new Armed Forces .",,0,"Eventually , CIS helped Russia get it 's defense into shape .",
752,842,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,0,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops .",
753,843,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,0,The current Commander-In-Chief is President Dmitry Medvedev .,
754,844,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,1,"When the Soviet Union broke up , Russia was left with nothing .",
755,845,Armed_Forces_of_the_Russian_Federation,"As the Soviet Union officially dissolved on December 31 , 1991 , the Soviet military was left in limbo .",,0,"The country 's president Boris Yeltsin , had to fix Russia and put in a military .",
756,846,Armed_Forces_of_the_Russian_Federation,"On 1 January 2008 , a quota of 2,019,629 units , including the military 1,134,800 units , was set .",,0,Russians can join at the age of 18 to 27 years old .,
757,847,Armed_Forces_of_the_Russian_Federation,"In 2010 the International Institute for Strategic Studies ( IISS ) estimated that the Russian armed forces numbered about 1,027,000 active troops and in the region of 20,000,000 reserves , ( largely ex-conscripts ) but a significant military reform is underway which will cut the number of active troops .",,0,"The Armed Forces of the Russian Federation is the armed forces of Russia , created after the breakup of the Soviet Union .",
758,848,Armed_Forces_of_the_Russian_Federation,"In 2010 the International Institute for Strategic Studies ( IISS ) estimated that the Russian armed forces numbered about 1,027,000 active troops and in the region of 20,000,000 reserves , ( largely ex-conscripts ) but a significant military reform is underway which will cut the number of active troops .",,1,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active .",
759,849,Armed_Forces_of_the_Russian_Federation,"In 2010 the International Institute for Strategic Studies ( IISS ) estimated that the Russian armed forces numbered about 1,027,000 active troops and in the region of 20,000,000 reserves , ( largely ex-conscripts ) but a significant military reform is underway which will cut the number of active troops .",,0,Russia also makes its own weapons .,
760,850,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,0,"The Armed Forces is known to be one of the biggest in the world with about 1,200,000 troops active .",
761,851,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,0,Russia also makes its own weapons .,
762,852,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,1,"The Armed Forces has 6 branches : Russian Air Force , Russian Ground Forces , Russian Navy , Strategic Missile Troops , Russian Space Troops and the Russian Airborne Troops .",
763,853,Armed_Forces_of_the_Russian_Federation,"There are also three independent arms of service : Strategic Missile Troops , Military Space Forces , and the Russian Airborne Troops .",,0,The current Commander-In-Chief is President Dmitry Medvedev .,
764,854,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,0,The current Commander-In-Chief is President Dmitry Medvedev .,
765,855,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,0,"When the Soviet Union broke up , Russia was left with nothing .",
766,856,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,1,"The country 's president Boris Yeltsin , had to fix Russia and put in a military .",
767,857,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,1,"So , Yeltsin appointed himself the Russian minister of defense .",
768,861,Armed_Forces_of_the_Russian_Federation,"On 7 May 1992 , Boris Yeltsin signed a decree establishing the Russian Ministry of Defense and placing all Soviet Armed Forces troops on the territory of the RSFSR under Russian control .",,0,"Eventually , CIS helped Russia get it 's defense into shape .",
769,862,Armed_Forces_of_the_Russian_Federation,The term of service is 12 months .,,0,"Then in 1993 , a doctrine was made to set up the official military .",
770,863,Armed_Forces_of_the_Russian_Federation,The term of service is 12 months .,,0,"As of 2008 , 480,000 men joined the Armed Forces of the Russian Federation .",
771,864,Armed_Forces_of_the_Russian_Federation,The term of service is 12 months .,,1,The term is usually a year .,
772,865,Armed_Forces_of_the_Russian_Federation,The term of service is 12 months .,,0,Russians can join at the age of 18 to 27 years old .,
773,866,All_For_Latvia!,All For Latvia !,,0,The party is opposed to European federalism .,
774,867,All_For_Latvia!,( Latvian : Visu Latvijai ! ),,0,All For Latvia !,
775,868,All_For_Latvia!,( Latvian : Visu Latvijai ! ),,1,( Latvian : Visu Latvijai ! ),
776,869,All_For_Latvia!,( Latvian : Visu Latvijai ! ),,0,is a national conservative political party in Latvia .,
777,870,All_For_Latvia!,Its leaders are Raivis Dzintars and Imants Par?dnieks .,,0,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",
778,871,All_For_Latvia!,Its leaders are Raivis Dzintars and Imants Par?dnieks .,,0,It won 1.48 % of vote and no seats in the parliament .,
779,872,All_For_Latvia!,Its leaders are Raivis Dzintars and Imants Par?dnieks .,,1,Its leaders are Raivis Dzintars and Imants Par?dnieks .,
780,873,All_For_Latvia!,Its leaders are Raivis Dzintars and Imants Par?dnieks .,,0,All For Latvia !,
781,874,All_For_Latvia!,"supports making Latvian citizenship laws more restrictive , by introducing strict limits on the number of people who can be naturalized into Latvian citizenship in one year .",,0,Its leaders are Raivis Dzintars and Imants Par?dnieks .,
782,875,All_For_Latvia!,"supports making Latvian citizenship laws more restrictive , by introducing strict limits on the number of people who can be naturalized into Latvian citizenship in one year .",,0,All For Latvia !,
783,876,All_For_Latvia!,"supports making Latvian citizenship laws more restrictive , by introducing strict limits on the number of people who can be naturalized into Latvian citizenship in one year .",,1,supports making Latvian citizenship laws more restrictive for non-citizens .,
784,877,All_For_Latvia!,"supports making Latvian citizenship laws more restrictive , by introducing strict limits on the number of people who can be naturalized into Latvian citizenship in one year .",,0,The party is opposed to European federalism .,
785,878,All_For_Latvia!,was a nationalist political party in Latvia .,,0,All For Latvia !,
786,879,All_For_Latvia!,was a nationalist political party in Latvia .,,0,( Latvian : Visu Latvijai ! ),
787,880,All_For_Latvia!,was a nationalist political party in Latvia .,,1,is a national conservative political party in Latvia .,
788,882,All_For_Latvia!,"In the medieval Europe he was created a member of the Nine Worthies , a group of heroes who encapsulated all the ideal qualities of chivalry .",,0,Nobody knows the cause of Alexander 's death .,
789,883,All_For_Latvia!,"In the medieval Europe he was created a member of the Nine Worthies , a group of heroes who encapsulated all the ideal qualities of chivalry .",,0,"Some people have said his death was caused by poison in wine , murder or a fever after a battle .",
790,884,All_For_Latvia!,All For Latvia !,,1,All For Latvia !,
791,885,All_For_Latvia!,All For Latvia !,,0,( Latvian : Visu Latvijai ! ),
792,887,All_For_Latvia!,All For Latvia !,,0,is a national conservative political party in Latvia .,
793,889,All_For_Latvia!,All For Latvia !,,0,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",
794,890,All_For_Latvia!,All For Latvia !,,0,It won 1.48 % of vote and no seats in the parliament .,
795,891,All_For_Latvia!,All For Latvia !,,0,Its leaders are Raivis Dzintars and Imants Par?dnieks .,
796,893,All_For_Latvia!,All For Latvia !,,0,supports making Latvian citizenship laws more restrictive for non-citizens .,
797,894,All_For_Latvia!,The party is opposed to European federalism .,,0,All For Latvia !,
798,895,All_For_Latvia!,The party is opposed to European federalism .,,0,supports making Latvian citizenship laws more restrictive for non-citizens .,
799,896,All_For_Latvia!,The party is opposed to European federalism .,,1,The party is opposed to European federalism .,
800,897,All_For_Latvia!,supports protectionist economic policies to increase the role of locally owned businesses .,,0,All For Latvia !,
801,898,All_For_Latvia!,It won 1.48 % of vote and no seats in the parliament .,,0,All For Latvia !,
802,899,All_For_Latvia!,It won 1.48 % of vote and no seats in the parliament .,,0,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",
803,900,All_For_Latvia!,It won 1.48 % of vote and no seats in the parliament .,,1,It won 1.48 % of vote and no seats in the parliament .,
804,901,All_For_Latvia!,It won 1.48 % of vote and no seats in the parliament .,,0,Its leaders are Raivis Dzintars and Imants Par?dnieks .,
805,902,All_For_Latvia!,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",,0,is a national conservative political party in Latvia .,
806,903,All_For_Latvia!,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",,0,All For Latvia !,
807,904,All_For_Latvia!,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",,1,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",
808,905,All_For_Latvia!,"started as a political youth organization in 2000 and became a political party in January 2006 , running in 2006 elections .",,0,It won 1.48 % of vote and no seats in the parliament .,
809,906,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,0,"FIFA Rankings show the Australian National Football team is one of the strongest countries in Asia , and is currently ranked 20th in the world by FIFA .",
810,907,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,0,Australia made it to the round of 16 in the 2006 World Cup held in Germany and were knocked out in controversial circumstances by eventual champions Italy .,
811,908,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,1,Australia 's 2010 world cup finals campaign was also blighted by controversial and mostly incorrect refereeing decisions and lead to the teams eventual elimination in the group stages despite a 2-1 win over a higher ranked Serbian team and a draw against Ghana .,
812,909,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,0,Australia will now prepare for the Asian cup in early 2011 and the 2014 world cup qualification .,
813,910,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,0,Mark Bresciano .,
814,911,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,0,Vince Grella .,
815,912,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,1,Tim Cahill .,
816,913,Australia_national_football_team,"In their final group match against Serbia , Tim Cahill was back from suspension and scored via a header in the second half to allow Australia to go 1-0 up .",,0,Lucas Neill .,
817,914,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,0,Brett Holman .,
818,915,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,0,Carl Valeri .,
819,916,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,1,Brett Emerton .,
820,917,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,0,Brad Jones .,
821,918,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,0,Tim Cahill .,
822,919,Australia_national_football_team,"Then the Socceroos came out stronger in the second half and a 3 goals in 3 minutes from Alex Brosque , Harry Kewell and Brett Emerton gave the Socceroos a 4-2 lead which they held to finish the game victors by 2 goals .",,0,Lucas Neill .,
